date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:23%20GMT	https://www.fixltd.co.uk/?p=983	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index5dea.html	(from https://www.fixltd.co.uk/total-refurbishment/)
10:29:24	2859/2859	---MCZ	200	added ('OK')	text/css	etag:W/%2262023461-b2b%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/total-refurbishment-983.css?cache=1644311649&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/total-refurbishment-9833f92.css	(from https://www.fixltd.co.uk/total-refurbishment/)
10:29:24	2749/2749	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:23%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Ftotal-refurbishment%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed438b	(from https://www.fixltd.co.uk/total-refurbishment/)
10:29:25	90595/90595	---M--	200	added ('OK')	image/jpeg	etag:%225e29af50-161e3%22	https://www.fixltd.co.uk/wp-content/uploads/2019/11/Total-refurbishments-in-glasgow-1024x681.jpg	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/2019/11/Total-refurbishments-in-glasgow-1024x681.jpg	(from https://www.fixltd.co.uk/total-refurbishment/)
10:29:26	92239/92239	---M--	200	added ('OK')	image/jpeg	etag:%225e29b031-1684f%22	https://www.fixltd.co.uk/wp-content/uploads/2019/11/home-renovation-glasgow-1024x576.jpg	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/2019/11/home-renovation-glasgow-1024x576.jpg	(from https://www.fixltd.co.uk/total-refurbishment/)
10:29:28	9057/9057	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:27%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/985	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/985.json	(from https://www.fixltd.co.uk/bathroom-fitting/)
10:29:29	2670/2670	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:28%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fbathroom-fitting%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed4273.json	(from https://www.fixltd.co.uk/bathroom-fitting/)
10:29:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:29%20GMT	https://www.fixltd.co.uk/?p=985	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/indexdbf6.html	(from https://www.fixltd.co.uk/bathroom-fitting/)
10:29:30	3076/3076	---MCZ	200	added ('OK')	text/css	etag:W/%2262023460-c04%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/bathroom-fitting-985.css?cache=1644311648&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/bathroom-fitting-98595dc.css	(from https://www.fixltd.co.uk/bathroom-fitting/)
10:29:30	2739/2739	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:29%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fbathroom-fitting%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedfc0d	(from https://www.fixltd.co.uk/bathroom-fitting/)
10:29:31	58146/58146	---M--	200	added ('OK')	image/jpeg	etag:%225e29b133-e322%22	https://www.fixltd.co.uk/wp-content/uploads/2019/11/bathroom-in-the-office-682x1024.jpg	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/2019/11/bathroom-in-the-office-682x1024.jpg	(from https://www.fixltd.co.uk/bathroom-fitting/)
10:29:33	8876/8876	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:32%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/987	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/987.json	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:34	2639/2639	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:33%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fkitchen-fitting%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed6d04.json	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:34%20GMT	https://www.fixltd.co.uk/?p=987	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index3afd.html	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:35	2970/2970	---MCZ	200	added ('OK')	text/css	etag:W/%2262023460-b9a%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/kitchen-fitting-987.css?cache=1644311648&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/kitchen-fitting-98795dc.css	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:35	2708/2708	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:34%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fkitchen-fitting%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed8d09	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:36	46588/46588	---M--	200	added ('OK')	image/jpeg	etag:%225dea3d4e-b5fc%22	https://www.fixltd.co.uk/wp-content/uploads/2019/11/273-683x1024.jpg	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/2019/11/273-683x1024.jpg	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:37	40387/40387	---M--	200	added ('OK')	image/jpeg	etag:%225dea3d48-9dc3%22	https://www.fixltd.co.uk/wp-content/uploads/2019/11/75-682x1024.jpg	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/2019/11/75-682x1024.jpg	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:38	61203/61203	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202023%2017:29:38%20GMT	https://www.fixltd.co.uk/cost-of-house-renovation/	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/cost-of-house-renovation/index.html	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:38	60517/60517	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202023%2017:29:38%20GMT	https://www.fixltd.co.uk/8-classic-kitchen-renovation-ideas-kitchen-fitting-glasgow/	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/8-classic-kitchen-renovation-ideas-kitchen-fitting-glasgow/index.html	(from https://www.fixltd.co.uk/kitchen-fitting/)
10:29:39	8847/8847	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:38%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/989	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/989.json	(from https://www.fixltd.co.uk/plastering/)
10:29:41	2630/2630	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:39%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fplastering%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedc6de.json	(from https://www.fixltd.co.uk/plastering/)
10:29:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:40%20GMT	https://www.fixltd.co.uk/?p=989	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index6dad.html	(from https://www.fixltd.co.uk/plastering/)
10:29:42	2791/2791	---MCZ	200	added ('OK')	text/css	etag:W/%226202345f-ae7%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/plastering-989.css?cache=1644311647&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/plastering-989ae4a.css	(from https://www.fixltd.co.uk/plastering/)
10:29:42	2699/2699	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:41%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fplastering%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedae09	(from https://www.fixltd.co.uk/plastering/)
10:29:44	9106/9106	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:43%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/991	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/991.json	(from https://www.fixltd.co.uk/painting-and-decorating/)
10:29:45	2684/2684	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:44%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fpainting-and-decorating%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed3cbc.json	(from https://www.fixltd.co.uk/painting-and-decorating/)
10:29:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:45%20GMT	https://www.fixltd.co.uk/?p=991	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index652e.html	(from https://www.fixltd.co.uk/painting-and-decorating/)
10:29:46	3404/3404	---MCZ	200	added ('OK')	text/css	etag:W/%226202345f-d4c%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/painting-and-decorating-991.css?cache=1644311647&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/painting-and-decorating-991ae4a.css	(from https://www.fixltd.co.uk/painting-and-decorating/)
10:29:47	2753/2753	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:45%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fpainting-and-decorating%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed4644	(from https://www.fixltd.co.uk/painting-and-decorating/)
10:29:48	8797/8797	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:47%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/993	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/993.json	(from https://www.fixltd.co.uk/plumbing/)
10:29:49	2620/2620	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:48%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fplumbing%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embeda9d4.json	(from https://www.fixltd.co.uk/plumbing/)
10:29:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:49%20GMT	https://www.fixltd.co.uk/?p=993	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index5aa6.html	(from https://www.fixltd.co.uk/plumbing/)
10:29:50	2838/2838	---MCZ	200	added ('OK')	text/css	etag:W/%226202345e-b16%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/plumbing-993.css?cache=1644311646&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/plumbing-9930ae6.css	(from https://www.fixltd.co.uk/plumbing/)
10:29:51	2687/2687	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:49%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fplumbing%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed78f8	(from https://www.fixltd.co.uk/plumbing/)
10:29:52	8791/8791	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:51%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/995	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/995.json	(from https://www.fixltd.co.uk/flooring/)
10:29:53	2619/2619	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:52%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fflooring%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed523b.json	(from https://www.fixltd.co.uk/flooring/)
10:29:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:53%20GMT	https://www.fixltd.co.uk/?p=995	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/indexac83.html	(from https://www.fixltd.co.uk/flooring/)
10:29:54	2686/2686	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:53%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fflooring%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed3c12	(from https://www.fixltd.co.uk/flooring/)
10:29:54	3432/3432	---MCZ	200	added ('OK')	text/css	etag:W/%226202345d-d68%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/flooring-995.css?cache=1644311645&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/flooring-995d52e.css	(from https://www.fixltd.co.uk/flooring/)
10:29:56	9004/9004	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:55%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/997	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/997.json	(from https://www.fixltd.co.uk/joinery-carpentry/)
10:29:57	2659/2659	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:56%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fjoinery-carpentry%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed43d4.json	(from https://www.fixltd.co.uk/joinery-carpentry/)
10:29:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:29:57%20GMT	https://www.fixltd.co.uk/?p=997	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index7451.html	(from https://www.fixltd.co.uk/joinery-carpentry/)
10:29:58	2817/2817	---MCZ	200	added ('OK')	text/css	etag:W/%226202345d-b01%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/joinery-carpentry-997.css?cache=1644311645&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/joinery-carpentry-997d52e.css	(from https://www.fixltd.co.uk/joinery-carpentry/)
10:29:58	2730/2730	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:29:57%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fjoinery-carpentry%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed70d8	(from https://www.fixltd.co.uk/joinery-carpentry/)
10:30:00	8989/8989	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:29:59%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/999	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/999.json	(from https://www.fixltd.co.uk/gas-services/)
10:30:01	2655/2655	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:00%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fgas-services%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed8279.json	(from https://www.fixltd.co.uk/gas-services/)
10:30:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:30:01%20GMT	https://www.fixltd.co.uk/?p=999	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index58aa.html	(from https://www.fixltd.co.uk/gas-services/)
10:30:02	2846/2846	---MCZ	200	added ('OK')	text/css	etag:W/%226202345c-b1e%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/gas-services-999.css?cache=1644311644&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/gas-services-999d165.css	(from https://www.fixltd.co.uk/gas-services/)
10:30:02	2726/2726	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:30:01%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fgas-services%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedacde	(from https://www.fixltd.co.uk/gas-services/)
10:30:04	9153/9153	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:03%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/1001	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/1001.json	(from https://www.fixltd.co.uk/electrical-services/)
10:30:05	2687/2687	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:04%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Felectrical-services%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embede122.json	(from https://www.fixltd.co.uk/electrical-services/)
10:30:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:30:05%20GMT	https://www.fixltd.co.uk/?p=1001	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/indexcf8a.html	(from https://www.fixltd.co.uk/electrical-services/)
10:30:06	2825/2825	---MCZ	200	added ('OK')	text/css	etag:W/%226202345c-b09%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/electrical-services-1001.css?cache=1644311644&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/electrical-services-1001d165.css	(from https://www.fixltd.co.uk/electrical-services/)
10:30:07	2754/2754	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:30:05%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Felectrical-services%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedb262	(from https://www.fixltd.co.uk/electrical-services/)
10:30:08	9011/9011	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:07%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/1006	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/1006.json	(from https://www.fixltd.co.uk/roofing-and-gutters/)
10:30:10	2662/2662	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:08%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Froofing-and-gutters%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed2a71.json	(from https://www.fixltd.co.uk/roofing-and-gutters/)
10:30:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:30:09%20GMT	https://www.fixltd.co.uk/?p=1006	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index846b.html	(from https://www.fixltd.co.uk/roofing-and-gutters/)
10:30:11	2822/2822	---MCZ	200	added ('OK')	text/css	etag:W/%226202345c-b06%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/roofing-and-gutters-1006.css?cache=1644311644&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/roofing-and-gutters-1006d165.css	(from https://www.fixltd.co.uk/roofing-and-gutters/)
10:30:11	2733/2733	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:30:10%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Froofing-and-gutters%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedd7ee	(from https://www.fixltd.co.uk/roofing-and-gutters/)
10:30:13	8899/8899	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:12%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/1008	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/1008.json	(from https://www.fixltd.co.uk/maintenance/)
10:30:14	2635/2635	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:13%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fmaintenance%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedfdc2.json	(from https://www.fixltd.co.uk/maintenance/)
10:30:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:30:14%20GMT	https://www.fixltd.co.uk/?p=1008	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index4192.html	(from https://www.fixltd.co.uk/maintenance/)
10:30:15	2648/2648	---MCZ	200	added ('OK')	text/css	etag:W/%226202345b-a58%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/maintenance-1008.css?cache=1644311643&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/maintenance-1008a3cd.css	(from https://www.fixltd.co.uk/maintenance/)
10:30:15	2706/2706	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:30:14%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fmaintenance%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed7106	(from https://www.fixltd.co.uk/maintenance/)
10:30:16	95987/95987	---M--	200	added ('OK')	image/jpeg	etag:%225dea3d19-176f3%22	https://www.fixltd.co.uk/wp-content/uploads/2019/11/plumbing-840835_1920-1024x683.jpg	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/2019/11/plumbing-840835_1920-1024x683.jpg	(from https://www.fixltd.co.uk/maintenance/)
10:30:17	57214/57214	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Jul%202023%2017:30:17%20GMT	https://www.fixltd.co.uk/welcome-on-renovation-company-blog/	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/welcome-on-renovation-company-blog/index.html	(from https://www.fixltd.co.uk/maintenance/)
10:30:18	9102/9102	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:17%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/1010	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/1010.json	(from https://www.fixltd.co.uk/loft-conversions/)
10:30:19	2676/2676	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:18%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Floft-conversions%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed4854.json	(from https://www.fixltd.co.uk/loft-conversions/)
10:30:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:30:19%20GMT	https://www.fixltd.co.uk/?p=1010	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/indexdf2a.html	(from https://www.fixltd.co.uk/loft-conversions/)
10:30:20	3457/3457	---MCZ	200	added ('OK')	text/css	etag:W/%226202345b-d81%22	http://www.fixltd.co.uk/wp-content/uploads/oxygen/css/loft-conversions-1010.css?cache=1644311643&ver=6.2.2	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-content/uploads/oxygen/css/loft-conversions-1010a3cd.css	(from https://www.fixltd.co.uk/loft-conversions/)
10:30:20	2745/2745	---MCZ	200	added ('OK')	text/xml	date:Sat,%2001%20Jul%202023%2017:30:19%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Floft-conversions%2F&format=xml	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embedf8a7	(from https://www.fixltd.co.uk/loft-conversions/)
10:30:22	9002/9002	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:21%20GMT	https://www.fixltd.co.uk/wp-json/wp/v2/pages/1012	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/wp/v2/pages/1012.json	(from https://www.fixltd.co.uk/basement-conversions/)
10:30:23	2661/2661	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Jul%202023%2017:30:22%20GMT	https://www.fixltd.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fixltd.co.uk%2Fbasement-conversions%2F	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/wp-json/oembed/1.0/embed9533.json	(from https://www.fixltd.co.uk/basement-conversions/)
10:30:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Jul%202023%2017:30:23%20GMT	https://www.fixltd.co.uk/?p=1012	/Users/godisgreat/websites/web.tutorial/www.fixltd.co.uk/index8f57.html	(from https://www.fixltd.co.uk/basement-conversions/)
